closingDate,contractSize,contractLength,contractID,paymentDate
2015/03/24,140.0,3,DKU-ahxtwx-0002,2015/06/14
2015/03/24,315.0,1,DKU-h1xuyg-0001,2015/07/04
2015/03/26,80.0,2,DKU-dfxs9d-0002,2015/06/24
2015/03/27,162.0,3,DKU-yjry4k-0002,2015/06/28
2015/03/27,290.0,2,DKU-cf38hl-0001,2015/06/08
2015/03/27,125.0,3,DKU-0ccdhc-0001,2015/06/18
2015/03/27,80.0,3,DKU-7v43q1-0001,2015/07/20
2015/03/28,50.0,2,DKU-lejmcz-0001,2015/06/09
2015/03/28,110.0,3,DKU-2212j9-0002,2015/06/13
2015/03/28,50.0,1,DKU-195682-0001,2015/06/30
2015/03/28,142.0,2,DKU-7q0h0y-0002,2015/06/30
2015/04/01,95.0,3,DKU-l1cimy-0001,2015/06/29
2015/04/01,50.0,2,DKU-muunni-0001,2015/06/24
2015/04/01,145.0,1,DKU-hzeqkz-0002,2015/06/19
2015/04/01,147.0,2,DKU-b7imd6-0002,2015/06/30
2015/04/01,65.0,1,DKU-f96wl2-0001,2015/06/24
2015/04/01,125.0,3,DKU-8fv2o2-0001,2015/07/24
2015/04/01,90.0,2,DKU-kgxtz2-0001,2015/07/03
2015/04/02,50.0,2,DKU-vria6m-0001,2015/07/08
2015/04/02,95.0,1,DKU-0lo3bj-0001,2015/06/17
2015/04/03,290.0,1,DKU-49o506-0003,2015/07/26
2015/04/03,50.0,3,DKU-9qacge-0001,2015/07/13
2015/04/03,60.0,1,DKU-vwppra-0001,2015/07/28
2015/04/04,90.0,3,DKU-srcmi0-0001,2015/07/24
2015/04/04,182.0,2,DKU-51z4cc-0002,2015/08/11
2015/04/04,75.0,2,DKU-wcumq6-0002,2015/06/07
2015/04/04,95.0,2,DKU-0xnl9e-0002,2015/06/25
2015/04/04,110.0,1,DKU-4duup1-0001,2015/08/10
2015/04/04,252.0,1,DKU-e59oet-0002,2015/06/27
2015/04/04,145.0,1,DKU-9rjmpo-0002,2015/09/11
2015/04/06,50.0,3,DKU-1scge8-0001,2015/06/15
2015/04/06,80.0,1,DKU-6e97jp-0002,2015/07/05
2015/04/07,202.0,3,DKU-onciae-0002,2015/07/10
2015/04/07,147.0,3,DKU-vrbmtz-0002,2015/06/27
2015/04/08,142.0,2,DKU-x50ccf-0002,2015/07/26
2015/04/08,130.0,3,DKU-m346nx-0001,2015/07/14
2015/04/08,145.0,3,DKU-oln4t3-0003,2015/08/07
2015/04/08,220.0,1,DKU-ypoxiw-0001,2015/07/12
2015/04/08,95.0,3,DKU-oztfk0-0001,2015/08/01
2015/04/09,310.0,1,DKU-sentk9-0002,2015/06/28
2015/04/09,95.0,3,DKU-k9afz5-0001,2015/08/17
2015/04/09,80.0,3,DKU-3pwk44-0001,2015/08/22
2015/04/10,85.0,1,DKU-mc9xgg-0001,2015/08/04
2015/04/10,85.0,3,DKU-er4l5r-0001,2015/07/20
2015/04/11,50.0,1,DKU-jlm38g-0001,2015/07/20
2015/04/11,247.0,2,DKU-pxqi8m-0002,2015/06/23
2015/04/11,50.0,2,DKU-0nq64e-0001,2015/07/10
2015/04/11,97.0,3,DKU-mrvs6s-0002,2015/05/16
2015/04/12,135.0,1,DKU-eh48s0-0001,2015/08/18
2015/04/12,50.0,1,DKU-5m40kx-0001,2015/08/14
2015/04/12,55.0,3,DKU-7w4pws-0001,2015/07/04
2015/04/13,340.0,2,DKU-hiv5gn-0001,2015/08/15
2015/04/14,140.0,1,DKU-e6533r-0001,2015/07/04
2015/04/15,50.0,3,DKU-mq2k06-0001,2015/07/17
2015/04/15,228.0,1,DKU-gmjp8n-0003,2015/07/29
2015/04/15,240.0,3,DKU-16x1g3-0002,2015/07/16
2015/04/15,295.0,2,DKU-t7w9ze-0002,2015/07/10
2015/04/16,50.0,3,DKU-56pxm2-0001,2015/07/12
2015/04/16,50.0,1,DKU-36kn3x-0001,2015/07/04
2015/04/17,100.0,1,DKU-k0tbjh-0001,2015/08/11
2015/04/17,115.0,3,DKU-rchr0a-0001,2015/08/28
2015/04/17,90.0,2,DKU-h4qnbr-0001,2015/07/22
2015/04/19,50.0,1,DKU-by0a4d-0001,2015/07/23
2015/04/19,50.0,3,DKU-gyq8ny-0001,2015/07/04
2015/04/19,267.0,3,DKU-us2nmd-0002,2015/08/23
2015/04/20,175.0,2,DKU-viej03-0001,2015/07/19
2015/04/20,140.0,1,DKU-mjjcja-0001,2015/08/01
2015/04/21,50.0,3,DKU-e4bdk9-0001,2015/06/07
2015/04/21,110.0,2,DKU-354dhw-0002,2015/06/24
2015/04/21,150.0,3,DKU-gztbky-0001,2015/08/17
2015/04/21,350.0,2,DKU-p5t24f-0001,2015/07/16
2015/04/21,140.0,2,DKU-2ad3w9-0002,2015/08/15
2015/04/22,150.0,3,DKU-smdnwc-0001,2015/07/08
2015/04/22,390.0,1,DKU-2sh3oh-0001,2015/08/05
2015/04/22,255.0,2,DKU-d8875c-0001,2015/08/01
2015/04/23,50.0,1,DKU-qt5k27-0001,2015/07/18
2015/04/24,172.0,3,DKU-ji32kt-0002,2015/07/25
2015/04/24,82.0,2,DKU-9wmgxn-0002,2015/07/21
2015/04/24,87.0,2,DKU-mfw5w5-0003,2015/07/15
2015/04/24,75.0,1,DKU-jiatd3-0002,2015/07/23
2015/04/25,50.0,1,DKU-lpv8pp-0001,2015/08/04
2015/04/25,155.0,3,DKU-ndq7mg-0002,2015/07/31
2015/04/25,162.0,3,DKU-jrkymt-0003,2015/08/11
2015/04/25,85.0,2,DKU-xxljha-0002,2015/07/15
2015/04/25,75.0,2,DKU-rdj657-0001,2015/08/26
2015/04/26,105.0,1,DKU-kgzcv3-0001,2015/07/13
2015/04/26,50.0,3,DKU-o55pgy-0001,2015/07/03
2015/04/26,75.0,3,DKU-lby775-0002,2015/08/08
2015/04/26,50.0,2,DKU-eotn74-0001,2015/06/28
2015/04/27,225.0,1,DKU-whay3k-0001,2015/08/14
2015/04/27,50.0,1,DKU-03ykq8-0001,2015/07/15
2015/04/27,75.0,3,DKU-gnihvf-0002,2015/07/09
2015/04/28,90.0,3,DKU-ja2wga-0003,2015/08/04
2015/04/28,85.0,1,DKU-abje3q-0001,2015/07/06
2015/04/28,193.0,3,DKU-cech9s-0003,2015/08/02
2015/04/28,102.0,2,DKU-r31i4s-0002,2015/08/25
2015/04/28,302.0,3,DKU-fnq9fp-0002,2015/08/15
2015/04/28,85.0,2,DKU-1et6et-0001,2015/07/26
2015/04/28,175.0,1,DKU-wn0fpi-0002,2015/08/05
2015/05/01,50.0,3,DKU-l2drhe-0001,2015/08/12
2015/05/01,135.0,2,DKU-p4df00-0001,2015/07/10
2015/05/01,201.0,2,DKU-0nrmbg-0003,2015/07/30
2015/05/02,75.0,1,DKU-xeux4w-0002,2015/06/21
2015/05/02,115.0,1,DKU-c44dha-0001,2015/08/27
2015/05/02,427.0,1,DKU-n7ggpv-0002,2015/07/23
2015/05/02,97.0,3,DKU-dl8kv8-0002,2015/08/12
2015/05/02,50.0,1,DKU-1jpqhh-0001,2015/08/12
2015/05/02,50.0,1,DKU-t61xlk-0001,2015/06/21
2015/05/03,50.0,2,DKU-2gkn3h-0001,2015/09/11
2015/05/03,195.0,2,DKU-hl0yu6-0002,2015/07/31
2015/05/03,150.0,1,DKU-ei3q5q-0001,2015/08/10
2015/05/04,150.0,3,DKU-kqw02l-0001,2015/09/10
2015/05/04,80.0,2,DKU-w5xpqb-0002,2015/09/12
2015/05/04,115.0,1,DKU-hdv7vj-0001,2015/07/17
2015/05/04,165.0,2,DKU-symnyj-0001,2015/07/26
2015/05/04,50.0,3,DKU-73btdh-0001,2015/06/23
2015/05/05,170.0,3,DKU-kchsr3-0002,2015/07/26
2015/05/06,187.0,1,DKU-3oy2wf-0002,2015/08/25
2015/05/06,105.0,1,DKU-b2qjzm-0001,2015/08/31
2015/05/07,152.0,1,DKU-wiqpqx-0002,2015/08/15
2015/05/07,120.0,2,DKU-b6se3q-0001,2015/08/29
2015/05/07,80.0,1,DKU-0686jf-0002,2015/08/23
2015/05/08,90.0,2,DKU-vdapch-0002,2015/07/18
2015/05/08,200.0,1,DKU-jrzyla-0001,2015/08/04
2015/05/08,102.0,2,DKU-f6vmf8-0002,2015/07/22
2015/05/08,75.0,3,DKU-4etbx1-0001,2015/08/19
2015/05/08,70.0,1,DKU-2wmoxi-0001,2015/08/13
2015/05/08,50.0,3,DKU-o9xn7s-0001,2015/08/25
2015/05/09,75.0,3,DKU-72m65a-0002,2015/08/20
2015/05/09,75.0,1,DKU-fvcd83-0001,2015/08/15
2015/05/10,120.0,2,DKU-hdluj4-0001,2015/08/17
2015/05/10,102.0,1,DKU-kcug0n-0002,2015/08/18
2015/05/10,60.0,2,DKU-l9h2bz-0001,2015/08/08
2015/05/11,170.0,1,DKU-w9hxg7-0001,2015/08/03
2015/05/11,185.0,3,DKU-3f1urx-0001,2015/08/12
2015/05/11,210.0,2,DKU-5y8tp9-0001,2015/08/03
2015/05/11,105.0,3,DKU-ll8s5w-0001,2015/08/06
2015/05/12,105.0,2,DKU-ukzcqf-0001,2015/09/07
2015/05/12,465.0,1,DKU-pondan-0001,2015/07/25
2015/05/12,417.0,2,DKU-qs7nss-0003,2015/09/03
2015/05/13,65.0,3,DKU-pwm7to-0001,2015/07/28
2015/05/13,145.0,1,DKU-u7i6rj-0001,2015/08/30
2015/05/13,350.0,2,DKU-eegq96-0001,2015/08/04
2015/05/13,220.0,3,DKU-9j83ye-0001,2015/08/27
2015/05/13,192.0,2,DKU-f145w1-0003,2015/08/09
2015/05/13,135.0,2,DKU-m0h7ru-0002,2015/08/13
2015/05/13,85.0,1,DKU-rpuw96-0001,2015/07/27
2015/05/13,95.0,1,DKU-l1imoj-0001,2015/08/23
2015/05/13,60.0,2,DKU-2egtl6-0001,2015/08/03
2015/05/14,135.0,2,DKU-01evx9-0001,2015/08/27
2015/05/14,85.0,2,DKU-m5q3x7-0001,2015/07/16
2015/05/14,115.0,3,DKU-drwgpf-0001,2015/08/20
2015/05/15,142.0,3,DKU-qf1hn5-0003,2015/09/04
2015/05/15,145.0,3,DKU-an2tf6-0001,2015/08/22
2015/05/16,85.0,3,DKU-cnjcjh-0001,2015/08/22
2015/05/16,140.0,2,DKU-oigfml-0001,2015/07/31
2015/05/16,240.0,2,DKU-7coc4w-0002,2015/08/07
2015/05/16,135.0,3,DKU-k3urxo-0001,2015/07/22
2015/05/17,110.0,1,DKU-uw4nea-0001,2015/09/22
2015/05/17,117.0,3,DKU-2cppke-0002,2015/07/23
2015/05/18,175.0,3,DKU-5hkzxo-0001,2015/09/12
2015/05/18,95.0,2,DKU-dpenql-0001,2015/09/19
2015/05/18,140.0,3,DKU-wgd0ge-0002,2015/08/31
2015/05/18,107.0,1,DKU-j71prb-0002,2015/07/09
2015/05/19,277.0,3,DKU-6opyu1-0002,2015/07/27
2015/05/19,77.0,1,DKU-zr9tze-0002,2015/08/18
2015/05/20,175.0,3,DKU-9t3pjg-0001,2015/09/20
2015/05/20,120.0,2,DKU-a4dy0d-0001,2015/09/01
2015/05/20,165.0,3,DKU-ijvv3v-0001,2015/09/14
2015/05/20,95.0,1,DKU-ymtwtq-0002,2015/09/23
2015/05/21,120.0,1,DKU-6q5137-0001,2015/08/13
2015/05/22,395.0,2,DKU-wzngn6-0002,2015/09/07
2015/05/22,140.0,2,DKU-rty2cr-0001,2015/08/05
2015/05/22,50.0,1,DKU-jv6d86-0001,2015/07/22
2015/05/24,100.0,1,DKU-bpimjg-0001,2015/09/16
2015/05/24,173.0,1,DKU-mfro0z-0003,2015/07/25
2015/05/25,80.0,3,DKU-ue3rni-0001,2015/09/14
2015/05/25,85.0,3,DKU-20onwx-0001,2015/08/28
2015/05/26,150.0,1,DKU-d20966-0001,2015/09/10
2015/05/26,205.0,1,DKU-57ralj-0002,2015/09/13
2015/05/26,85.0,1,DKU-f7a4oo-0002,2015/08/28
2015/05/27,100.0,1,DKU-bfakai-0001,2015/08/19
2015/05/27,75.0,2,DKU-fy72km-0001,2015/09/14
2015/05/27,75.0,2,DKU-iq0qx4-0002,2015/09/12
2015/05/28,212.0,1,DKU-bdsy45-0002,2015/09/03
2015/05/28,97.0,2,DKU-4g7bz5-0002,2015/08/18
2015/05/28,50.0,3,DKU-6iawj3-0001,2015/09/24
2015/05/28,165.0,2,DKU-bfv2rg-0001,2015/09/19
2015/05/28,215.0,1,DKU-xqb4cf-0002,2015/08/15
2015/06/01,202.0,3,DKU-n8as0s-0002,2015/08/21
2015/06/01,105.0,1,DKU-k8q5bx-0001,2015/09/11
2015/06/01,215.0,2,DKU-o1js7x-0002,2015/09/09
2015/06/01,70.0,1,DKU-ikkex9-0001,2015/09/03
2015/06/01,225.0,1,DKU-81udgv-0001,2015/09/14
2015/06/02,90.0,1,DKU-6u2gq7-0002,2015/08/22
2015/06/02,115.0,2,DKU-7ufrk7-0002,2015/08/21
2015/06/02,140.0,2,DKU-p2kyhk-0001,2015/09/13
2015/06/02,237.0,1,DKU-x05isx-0002,2015/08/24
2015/06/02,110.0,1,DKU-uxguwt-0001,2015/09/18
2015/06/02,50.0,3,DKU-c9nhwp-0001,2015/09/10
2015/06/03,262.0,2,DKU-fe2icd-0003,2015/08/05
2015/06/03,180.0,3,DKU-wmtlir-0001,2015/10/05
2015/06/04,267.0,1,DKU-7nuw90-0002,2015/09/22
2015/06/04,105.0,3,DKU-dn5ala-0002,2015/10/05
2015/06/05,240.0,3,DKU-iyyb0z-0002,2015/08/23
2015/06/05,70.0,2,DKU-o7awzo-0001,2015/08/29
2015/06/05,105.0,2,DKU-0e1oc4-0002,2015/09/22
2015/06/05,125.0,2,DKU-nmi6dg-0001,2015/09/06
2015/06/05,60.0,3,DKU-ezaorq-0001,2015/09/02
2015/06/05,170.0,1,DKU-ss9yv6-0002,2015/10/17
2015/06/07,155.0,1,DKU-d4dfad-0002,2015/09/08
2015/06/07,105.0,1,DKU-1obus8-0001,2015/09/05
2015/06/07,100.0,3,DKU-jsve2p-0002,2015/08/25
2015/06/07,155.0,2,DKU-dtfngg-0002,2015/09/05
2015/06/08,75.0,1,DKU-rjmbyi-0002,2015/09/29
2015/06/08,145.0,3,DKU-79dukm-0001,2015/09/04
2015/06/09,120.0,3,DKU-n3l2cf-0002,2015/09/03
2015/06/09,75.0,2,DKU-r0hr3b-0002,2015/08/01
2015/06/09,75.0,3,DKU-7ot0tj-0002,2015/09/08
2015/06/10,320.0,1,DKU-y53q90-0002,2015/08/11
2015/06/11,65.0,2,DKU-2gkorq-0001,2015/08/19
2015/06/12,75.0,1,DKU-74frx8-0002,2015/10/11
2015/06/12,267.0,3,DKU-isw1mo-0002,2015/10/13
2015/06/12,75.0,3,DKU-et0u9w-0002,2015/09/17
2015/06/12,95.0,3,DKU-g9h4te-0002,2015/09/26
2015/06/12,115.0,2,DKU-2om520-0001,2015/08/26
2015/06/12,75.0,2,DKU-tp4tpw-0001,2015/09/21
2015/06/13,140.0,2,DKU-z9s3w6-0001,2015/08/03
2015/06/13,50.0,2,DKU-0hs8ue-0001,2015/08/07
2015/06/13,140.0,3,DKU-g0kr8y-0001,2015/08/17
2015/06/13,75.0,1,DKU-dco7k0-0002,2015/09/03
2015/06/14,50.0,3,DKU-h3lnwt-0001,2015/09/14
2015/06/14,342.0,1,DKU-8r6jj3-0002,2015/09/23
2015/06/14,203.0,3,DKU-2bgmup-0003,2015/09/21
2015/06/15,75.0,3,DKU-g6eeja-0001,2015/10/01
2015/06/15,217.0,1,DKU-02w6ns-0002,2015/09/14
2015/06/16,50.0,1,DKU-isjhkz-0001,2015/09/24
2015/06/16,100.0,3,DKU-102emx-0002,2015/09/16
2015/06/16,130.0,3,DKU-18sj60-0001,2015/08/29
2015/06/17,140.0,3,DKU-2vmb4c-0001,2015/09/28
2015/06/18,50.0,1,DKU-1zho4y-0001,2015/08/29
2015/06/18,50.0,1,DKU-vsdlun-0001,2015/09/07
2015/06/19,50.0,1,DKU-i4yeof-0001,2015/09/18
2015/06/19,170.0,2,DKU-770sht-0001,2015/09/23
2015/06/19,65.0,1,DKU-m4y4il-0001,2015/09/15
2015/06/19,200.0,1,DKU-kthlzg-0002,2015/10/05
2015/06/19,315.0,1,DKU-icb6z3-0002,2015/08/11
2015/06/20,192.0,3,DKU-xdpuku-0002,2015/09/16
2015/06/20,225.0,2,DKU-076juv-0001,2015/11/03
2015/06/21,265.0,1,DKU-o0xrar-0002,2015/09/30
2015/06/21,120.0,2,DKU-fb6wkj-0002,2015/09/08
2015/06/21,220.0,2,DKU-5puk0r-0001,2015/09/24
2015/06/23,90.0,3,DKU-e1tsjm-0001,2015/10/27
2015/06/23,230.0,3,DKU-aajb8n-0002,2015/09/01
2015/06/23,50.0,3,DKU-j9wn03-0001,2015/10/17
2015/06/23,165.0,2,DKU-tlwxoy-0001,2015/09/20
2015/06/23,50.0,1,DKU-w70vz6-0001,2015/09/21
2015/06/23,195.0,3,DKU-i8rpdw-0001,2015/09/13
2015/06/24,175.0,3,DKU-9vob1a-0001,2015/10/15
2015/06/25,95.0,1,DKU-cgismc-0001,2015/11/12
2015/06/25,75.0,2,DKU-2sd58a-0001,2015/09/24
2015/06/25,120.0,3,DKU-k1hcub-0001,2015/10/11
2015/06/26,95.0,3,DKU-ffxc0g-0001,2015/09/30
2015/06/27,80.0,3,DKU-xxxomv-0002,2015/09/22
2015/06/27,50.0,3,DKU-dvp1ez-0001,2015/10/13
2015/06/27,207.0,2,DKU-kfh4ig-0002,2015/08/31
2015/06/28,150.0,2,DKU-jwwzp7-0001,2015/10/02
2015/07/01,65.0,1,DKU-psaj67-0001,2015/11/23
2015/07/01,160.0,3,DKU-puiy9y-0001,2015/10/14
2015/07/01,100.0,1,DKU-olip7g-0001,2015/09/29
2015/07/02,195.0,2,DKU-2lm0ct-0001,2015/10/25
2015/07/02,127.0,1,DKU-0cy1pq-0002,2015/10/08
2015/07/03,160.0,2,DKU-35xu93-0001,2015/10/21
2015/07/03,125.0,2,DKU-a4dzw7-0002,2015/10/07
2015/07/04,122.0,3,DKU-cqm4ok-0002,2015/10/22
2015/07/04,180.0,3,DKU-yxs626-0002,2015/11/11
2015/07/05,125.0,2,DKU-xaokvm-0001,2015/10/30
2015/07/05,190.0,2,DKU-24yxo4-0001,2015/10/28
2015/07/05,117.0,1,DKU-pnrk2a-0002,2015/09/21
2015/07/06,240.0,2,DKU-3xqydc-0001,2015/10/17
2015/07/07,50.0,2,DKU-e6y7kj-0001,2015/09/21
2015/07/08,145.0,1,DKU-vcbb0l-0002,2015/11/18
2015/07/08,130.0,1,DKU-zd8xso-0001,2015/12/06
2015/07/08,100.0,2,DKU-p3hfue-0001,2015/10/30
2015/07/09,85.0,2,DKU-jl2r91-0001,2015/10/03
2015/07/09,135.0,3,DKU-tn654g-0001,2015/10/04
2015/07/09,400.0,1,DKU-68drfs-0001,2015/10/21
2015/07/10,225.0,2,DKU-bu7ii5-0001,2015/10/08
2015/07/11,162.0,2,DKU-lbtr6x-0002,2015/09/22
2015/07/11,120.0,1,DKU-aqg9wi-0001,2015/09/24
2015/07/11,135.0,2,DKU-2eag2g-0001,2015/09/28
2015/07/12,185.0,3,DKU-djhbzq-0001,2015/10/23
2015/07/12,80.0,2,DKU-j3x8i3-0002,2015/09/29
2015/07/12,90.0,3,DKU-q7u31l-0001,2015/11/07
2015/07/12,185.0,3,DKU-asa2xs-0001,2015/10/26
2015/07/12,176.0,2,DKU-aj8tha-0003,2015/10/07
2015/07/13,317.0,1,DKU-5p4enp-0002,2015/09/19
2015/07/13,80.0,3,DKU-urcmq7-0001,2015/10/05
2015/07/13,50.0,2,DKU-qv1q88-0001,2015/10/12
2015/07/14,135.0,2,DKU-3hebgp-0001,2015/10/11
2015/07/14,87.0,1,DKU-q8xt2l-0003,2015/10/08
2015/07/14,115.0,1,DKU-di5zmk-0001,2015/10/25
2015/07/14,117.0,3,DKU-4euqed-0002,2015/10/16
2015/07/15,152.0,2,DKU-o7a1zb-0002,2015/09/21
2015/07/15,227.0,2,DKU-nvmxvl-0003,2015/10/10
2015/07/15,50.0,2,DKU-2oflwn-0001,2015/11/03
2015/07/15,235.0,1,DKU-mcb2lr-0002,2015/10/07
2015/07/16,50.0,3,DKU-gs130t-0001,2015/10/07
2015/07/17,65.0,1,DKU-4hzzv8-0001,2015/09/18
2015/07/17,358.0,1,DKU-d7e1n9-0003,2015/10/23
2015/07/17,50.0,1,DKU-xhis9q-0001,2015/10/17
2015/07/17,123.0,1,DKU-4n4m6j-0003,2015/10/10
2015/07/18,160.0,3,DKU-dvv10q-0001,2015/09/27
2015/07/18,82.0,1,DKU-9qzz6s-0002,2015/09/15
2015/07/19,50.0,1,DKU-qo6yb6-0001,2015/10/06
2015/07/19,50.0,2,DKU-2zr8s5-0001,2015/11/08
2015/07/19,50.0,3,DKU-tzrdkd-0001,2015/10/07
2015/07/20,77.0,2,DKU-2frq4v-0002,2015/10/13
2015/07/20,270.0,1,DKU-m18k7q-0001,2015/11/20
2015/07/20,135.0,2,DKU-3hzirm-0001,2015/12/07
2015/07/20,75.0,2,DKU-rk1xj5-0002,2015/09/25
2015/07/20,307.0,1,DKU-xnm8va-0002,2015/11/13
2015/07/20,85.0,3,DKU-t7cdi9-0002,2015/10/18
2015/07/21,125.0,3,DKU-it413o-0001,2015/11/11
2015/07/21,60.0,2,DKU-bfbl6y-0001,2015/10/09
2015/07/22,237.0,3,DKU-dgjmbs-0002,2015/11/02
2015/07/22,80.0,3,DKU-796ptt-0002,2015/10/15
2015/07/22,135.0,3,DKU-la92tz-0001,2015/11/13
2015/07/23,100.0,1,DKU-o88liv-0001,2015/11/25
2015/07/23,125.0,2,DKU-oqmwpe-0003,2015/10/28
2015/07/23,95.0,1,DKU-bl37nn-0001,2015/10/02
2015/07/23,120.0,3,DKU-jk1j62-0002,2015/11/02
2015/07/23,95.0,3,DKU-w94olb-0001,2015/10/14
2015/07/24,88.0,2,DKU-jnu3ld-0003,2015/09/17
2015/07/24,50.0,2,DKU-gz68h8-0001,2015/10/28
2015/07/24,50.0,1,DKU-sr01b4-0001,2015/10/23
2015/07/25,50.0,1,DKU-j06zal-0001,2015/10/11
2015/07/26,220.0,2,DKU-5cjgdn-0001,2015/11/05
2015/07/26,160.0,2,DKU-ahs4sm-0002,2015/11/14
2015/07/26,100.0,2,DKU-it83qz-0002,2015/10/29
2015/07/28,50.0,3,DKU-2kssvt-0001,2015/11/13
2015/07/28,65.0,3,DKU-mw7zt6-0001,2015/10/26
2015/07/28,50.0,1,DKU-st2ewp-0001,2015/11/02
2015/08/01,90.0,3,DKU-yhj4xb-0001,2015/11/13
2015/08/01,220.0,2,DKU-8osqnf-0001,2015/10/23
2015/08/01,87.0,3,DKU-28yore-0002,2015/11/11
2015/08/01,60.0,3,DKU-pgrpas-0001,2015/11/24
2015/08/02,75.0,3,DKU-1qp34f-0001,2015/10/18
2015/08/02,50.0,1,DKU-3frgzy-0001,2015/11/12
2015/08/03,60.0,2,DKU-x3i1o6-0001,2015/10/19
2015/08/03,90.0,2,DKU-wa9eno-0002,2015/10/30
2015/08/04,80.0,1,DKU-cwnrsu-0002,2015/10/22
2015/08/04,70.0,2,DKU-b1o02a-0001,2015/11/09
2015/08/04,75.0,2,DKU-f1br5s-0001,2015/11/25
2015/08/04,267.0,3,DKU-ml1dq8-0002,2015/11/03
2015/08/04,50.0,2,DKU-r9pmll-0001,2015/11/03
2015/08/05,90.0,1,DKU-kiqnwh-0001,2015/11/10
2015/08/05,125.0,3,DKU-fcnlr0-0001,2015/10/04
2015/08/06,75.0,3,DKU-418ckh-0001,2015/10/26
2015/08/06,120.0,3,DKU-ggrzg0-0002,2015/11/10
2015/08/06,50.0,3,DKU-vgb3sc-0001,2015/11/02
2015/08/06,270.0,1,DKU-xshrpa-0002,2015/11/22
2015/08/07,135.0,1,DKU-lw4s9o-0001,2015/12/30
2015/08/07,260.0,2,DKU-trt2la-0001,2015/12/24
2015/08/08,65.0,3,DKU-sr30q5-0001,2015/10/10
2015/08/08,200.0,3,DKU-w8u0ga-0001,2015/11/08
2015/08/08,77.0,1,DKU-zj77d3-0002,2015/10/27
2015/08/08,325.0,3,DKU-grbxe1-0002,2015/12/01
2015/08/08,95.0,3,DKU-magaq5-0001,2015/11/13
2015/08/08,295.0,2,DKU-dn11ju-0001,2015/12/30
2015/08/09,82.0,1,DKU-ouo6e3-0002,2015/10/19
2015/08/09,55.0,1,DKU-yk6y6g-0001,2015/10/11
2015/08/09,115.0,1,DKU-whgmqo-0001,2015/10/23
2015/08/09,120.0,3,DKU-s0hb0v-0001,2015/11/02
2015/08/09,152.0,1,DKU-q5uzpa-0002,2015/11/27
2015/08/10,100.0,1,DKU-xjdm75-0002,2015/11/29
2015/08/10,185.0,2,DKU-o54h8l-0001,2015/12/15
2015/08/10,50.0,1,DKU-azvhzi-0001,2015/11/16
2015/08/10,85.0,1,DKU-cjks1h-0002,2015/11/06
2015/08/10,50.0,2,DKU-yju74n-0001,2015/11/16
2015/08/12,95.0,1,DKU-9wk5w7-0001,2015/11/20
2015/08/12,382.0,3,DKU-r1y4f0-0002,2015/12/02
2015/08/12,65.0,3,DKU-8ad4ec-0001,2015/12/12
2015/08/12,50.0,2,DKU-zqvs7n-0001,2015/11/02
2015/08/12,160.0,2,DKU-c20s4m-0002,2015/11/07
2015/08/13,50.0,1,DKU-1i36dt-0001,2015/11/27
2015/08/13,75.0,2,DKU-moqr5l-0001,2015/10/16
2015/08/13,75.0,1,DKU-h1qk5h-0001,2015/11/15
2015/08/13,75.0,1,DKU-rv2t2j-0002,2015/11/09
2015/08/13,152.0,3,DKU-r56vki-0002,2015/11/29
2015/08/13,232.0,2,DKU-qat02l-0002,2015/12/04
2015/08/13,90.0,2,DKU-0gz6q8-0001,2015/11/01
2015/08/13,225.0,2,DKU-ce9fpi-0002,2015/10/16
2015/08/13,107.0,3,DKU-91ozlm-0002,2015/11/11
2015/08/14,242.0,2,DKU-2umnhr-0002,2015/11/08
2015/08/15,240.0,2,DKU-4xedzy-0001,2015/11/14
2015/08/15,110.0,2,DKU-0k3fx1-0001,2015/10/31
2015/08/15,220.0,1,DKU-csnqx5-0002,2015/12/08
2015/08/15,70.0,3,DKU-sfbyaf-0001,2015/12/05
2015/08/15,177.0,2,DKU-xu1l10-0002,2015/11/16
2015/08/15,90.0,1,DKU-uaajnf-0002,2015/11/09
2015/08/15,155.0,2,DKU-qd5840-0002,2015/12/05
2015/08/16,440.0,1,DKU-77lnte-0001,2015/11/07
2015/08/16,117.0,1,DKU-2ywcbi-0002,2015/11/12
2015/08/16,95.0,2,DKU-bywi3b-0001,2015/11/23
2015/08/17,127.0,1,DKU-305rtg-0003,2015/12/03
2015/08/17,95.0,3,DKU-0hrfc7-0001,2015/11/27
2015/08/18,280.0,3,DKU-dg6z2t-0001,2015/10/26
2015/08/18,105.0,1,DKU-ykp24j-0001,2015/10/31
2015/08/19,212.0,2,DKU-c3asix-0002,2015/11/20
2015/08/19,110.0,1,DKU-xgrsjr-0001,2015/11/24
2015/08/20,82.0,3,DKU-0f1dij-0002,2015/11/08
2015/08/21,50.0,2,DKU-3i2pu6-0001,2015/11/24
2015/08/21,130.0,2,DKU-unpqpe-0001,2015/12/15
2015/08/21,147.0,3,DKU-ulqyho-0002,2015/11/01
2015/08/21,190.0,1,DKU-g5ekem-0001,2015/12/16
2015/08/22,225.0,1,DKU-sc48wd-0001,2015/12/05
2015/08/22,120.0,3,DKU-cfs066-0001,2015/11/28
2015/08/23,162.0,1,DKU-h7ty4k-0002,2015/11/15
2015/08/23,60.0,2,DKU-w77ien-0001,2015/12/06
2015/08/23,210.0,3,DKU-w0g5a5-0001,2015/12/17
